Episode 0, Reward: 0.10500001162290573, Avg Critic Loss: 0.0000, Avg Actor Loss: 0.0000, Avg Alpha Loss: 0.0000
Episode 110, Reward: 0.04999999329447746, Avg Critic Loss: 0.0086, Avg Actor Loss: -0.9516, Avg Alpha Loss: -3.9202
Episode 111, Reward: 0.07499999552965164, Avg Critic Loss: 0.0099, Avg Actor Loss: -0.9645, Avg Alpha Loss: -3.9205
Episode 112, Reward: 0.0950000062584877, Avg Critic Loss: 0.0106, Avg Actor Loss: -0.9796, Avg Alpha Loss: -3.9191
Episode 113, Reward: 0.03999999538064003, Avg Critic Loss: 0.0081, Avg Actor Loss: -0.9962, Avg Alpha Loss: -3.9155
Episode 114, Reward: 0.044999994337558746, Avg Critic Loss: 0.0092, Avg Actor Loss: -1.0060, Avg Alpha Loss: -3.9140
Episode 115, Reward: 0.10000000894069672, Avg Critic Loss: 0.0079, Avg Actor Loss: -1.0316, Avg Alpha Loss: -3.9128
Episode 116, Reward: 0.07999999821186066, Avg Critic Loss: 0.0074, Avg Actor Loss: -1.0535, Avg Alpha Loss: -3.9053
Episode 117, Reward: 0.06999999284744263, Avg Critic Loss: 0.0081, Avg Actor Loss: -1.0727, Avg Alpha Loss: -3.9090
Episode 118, Reward: 0.09000000357627869, Avg Critic Loss: 0.0096, Avg Actor Loss: -1.0866, Avg Alpha Loss: -3.9022
Episode 119, Reward: 0.07499999552965164, Avg Critic Loss: 0.0087, Avg Actor Loss: -1.1059, Avg Alpha Loss: -3.9002
Episode 120, Reward: 0.05499999225139618, Avg Critic Loss: 0.0073, Avg Actor Loss: -1.1297, Avg Alpha Loss: -3.9020
Episode 121, Reward: 0.03999999538064003, Avg Critic Loss: 0.0061, Avg Actor Loss: -1.1426, Avg Alpha Loss: -3.8944
Episode 122, Reward: 0.07499999552965164, Avg Critic Loss: 0.0096, Avg Actor Loss: -1.1511, Avg Alpha Loss: -3.8976
Episode 123, Reward: 0.059999991208314896, Avg Critic Loss: 0.0083, Avg Actor Loss: -1.1763, Avg Alpha Loss: -3.8941
Episode 124, Reward: 0.04999999329447746, Avg Critic Loss: 0.0118, Avg Actor Loss: -1.1761, Avg Alpha Loss: -3.8963
Episode 125, Reward: 0.044999994337558746, Avg Critic Loss: 0.0104, Avg Actor Loss: -1.1854, Avg Alpha Loss: -3.8887
Episode 126, Reward: 0.04999999329447746, Avg Critic Loss: 0.0105, Avg Actor Loss: -1.1996, Avg Alpha Loss: -3.8879
Episode 127, Reward: 0.04999999329447746, Avg Critic Loss: 0.0091, Avg Actor Loss: -1.2138, Avg Alpha Loss: -3.8926
Episode 128, Reward: 0.059999991208314896, Avg Critic Loss: 0.0084, Avg Actor Loss: -1.2279, Avg Alpha Loss: -3.8898
Episode 129, Reward: 0.03999999538064003, Avg Critic Loss: 0.0118, Avg Actor Loss: -1.2294, Avg Alpha Loss: -3.8699
Episode 130, Reward: 0.04999999329447746, Avg Critic Loss: 0.0095, Avg Actor Loss: -1.2526, Avg Alpha Loss: -3.8855
Episode 131, Reward: 0.07999999821186066, Avg Critic Loss: 0.0097, Avg Actor Loss: -1.2679, Avg Alpha Loss: -3.8834
Episode 132, Reward: 0.07999999821186066, Avg Critic Loss: 0.0108, Avg Actor Loss: -1.2826, Avg Alpha Loss: -3.8875
Episode 133, Reward: 0.06499999016523361, Avg Critic Loss: 0.0117, Avg Actor Loss: -1.2953, Avg Alpha Loss: -3.8876
Episode 134, Reward: 0.1250000149011612, Avg Critic Loss: 0.0090, Avg Actor Loss: -1.3275, Avg Alpha Loss: -3.8809
Episode 135, Reward: 0.044999994337558746, Avg Critic Loss: 0.0082, Avg Actor Loss: -1.3544, Avg Alpha Loss: -3.8763
Episode 136, Reward: 0.08500000089406967, Avg Critic Loss: 0.0118, Avg Actor Loss: -1.3606, Avg Alpha Loss: -3.8827
Episode 137, Reward: 0.04999999329447746, Avg Critic Loss: 0.0113, Avg Actor Loss: -1.3793, Avg Alpha Loss: -3.8779
Episode 138, Reward: 0.0950000062584877, Avg Critic Loss: 0.0120, Avg Actor Loss: -1.3954, Avg Alpha Loss: -3.8794
Episode 139, Reward: 0.07499999552965164, Avg Critic Loss: 0.0107, Avg Actor Loss: -1.4105, Avg Alpha Loss: -3.8654
Episode 140, Reward: 0.12000001966953278, Avg Critic Loss: 0.0096, Avg Actor Loss: -1.4434, Avg Alpha Loss: -3.8716
Episode 141, Reward: 0.044999994337558746, Avg Critic Loss: 0.0126, Avg Actor Loss: -1.4586, Avg Alpha Loss: -3.8650
Episode 142, Reward: 0.059999991208314896, Avg Critic Loss: 0.0139, Avg Actor Loss: -1.4700, Avg Alpha Loss: -3.8729
Episode 143, Reward: 0.05499999225139618, Avg Critic Loss: 0.0133, Avg Actor Loss: -1.4795, Avg Alpha Loss: -3.8588
Episode 144, Reward: 0.059999991208314896, Avg Critic Loss: 0.0141, Avg Actor Loss: -1.4852, Avg Alpha Loss: -3.8709
Episode 145, Reward: 0.06499999016523361, Avg Critic Loss: 0.0126, Avg Actor Loss: -1.5105, Avg Alpha Loss: -3.8641
Episode 146, Reward: 0.05499999225139618, Avg Critic Loss: 0.0137, Avg Actor Loss: -1.5326, Avg Alpha Loss: -3.8706
Episode 147, Reward: 0.05499999225139618, Avg Critic Loss: 0.0114, Avg Actor Loss: -1.5396, Avg Alpha Loss: -3.8592
Episode 148, Reward: 0.03999999538064003, Avg Critic Loss: 0.0105, Avg Actor Loss: -1.5643, Avg Alpha Loss: -3.8573
Episode 149, Reward: 0.059999991208314896, Avg Critic Loss: 0.0125, Avg Actor Loss: -1.5651, Avg Alpha Loss: -3.8623
Episode 150, Reward: 0.06499999016523361, Avg Critic Loss: 0.0130, Avg Actor Loss: -1.5742, Avg Alpha Loss: -3.8543
Episode 151, Reward: 0.03999999538064003, Avg Critic Loss: 0.0149, Avg Actor Loss: -1.5983, Avg Alpha Loss: -3.8667
Episode 152, Reward: 0.03999999538064003, Avg Critic Loss: 0.0117, Avg Actor Loss: -1.6104, Avg Alpha Loss: -3.8468
Episode 153, Reward: 0.044999994337558746, Avg Critic Loss: 0.0149, Avg Actor Loss: -1.6044, Avg Alpha Loss: -3.8684
Episode 154, Reward: 0.03999999538064003, Avg Critic Loss: 0.0121, Avg Actor Loss: -1.6250, Avg Alpha Loss: -3.8400
Episode 155, Reward: 0.06999999284744263, Avg Critic Loss: 0.0137, Avg Actor Loss: -1.6384, Avg Alpha Loss: -3.8560
Episode 156, Reward: 0.07999999821186066, Avg Critic Loss: 0.0140, Avg Actor Loss: -1.6482, Avg Alpha Loss: -3.8567
Episode 157, Reward: 0.05499999225139618, Avg Critic Loss: 0.0148, Avg Actor Loss: -1.6688, Avg Alpha Loss: -3.8584
Episode 158, Reward: 0.20499993860721588, Avg Critic Loss: 0.0177, Avg Actor Loss: -1.6870, Avg Alpha Loss: -3.8472
Episode 159, Reward: 0.03999999538064003, Avg Critic Loss: 0.0158, Avg Actor Loss: -1.7111, Avg Alpha Loss: -3.8539
Episode 160, Reward: 0.11000001430511475, Avg Critic Loss: 0.0144, Avg Actor Loss: -1.7373, Avg Alpha Loss: -3.8296
Episode 161, Reward: 0.05499999225139618, Avg Critic Loss: 0.0138, Avg Actor Loss: -1.7573, Avg Alpha Loss: -3.8382
Episode 162, Reward: 0.059999991208314896, Avg Critic Loss: 0.0138, Avg Actor Loss: -1.7783, Avg Alpha Loss: -3.8407
Episode 163, Reward: 0.1250000149011612, Avg Critic Loss: 0.0182, Avg Actor Loss: -1.7846, Avg Alpha Loss: -3.8306
Episode 164, Reward: 0.09000000357627869, Avg Critic Loss: 0.0139, Avg Actor Loss: -1.8100, Avg Alpha Loss: -3.8364
Episode 165, Reward: 0.11000001430511475, Avg Critic Loss: 0.0201, Avg Actor Loss: -1.8347, Avg Alpha Loss: -3.8417
Episode 166, Reward: 0.03999999538064003, Avg Critic Loss: 0.0149, Avg Actor Loss: -1.8638, Avg Alpha Loss: -3.8290
Episode 167, Reward: 0.05499999225139618, Avg Critic Loss: 0.0229, Avg Actor Loss: -1.8575, Avg Alpha Loss: -3.8432
Episode 168, Reward: 0.07999999821186066, Avg Critic Loss: 0.0256, Avg Actor Loss: -1.8644, Avg Alpha Loss: -3.8372
Episode 169, Reward: 0.08500000089406967, Avg Critic Loss: 0.0233, Avg Actor Loss: -1.8801, Avg Alpha Loss: -3.8325
Episode 170, Reward: 0.044999994337558746, Avg Critic Loss: 0.0165, Avg Actor Loss: -1.9109, Avg Alpha Loss: -3.8351
Episode 171, Reward: 0.06499999016523361, Avg Critic Loss: 0.0153, Avg Actor Loss: -1.9225, Avg Alpha Loss: -3.8299
Episode 172, Reward: 0.06499999016523361, Avg Critic Loss: 0.0145, Avg Actor Loss: -1.9415, Avg Alpha Loss: -3.8200
Episode 173, Reward: 0.044999994337558746, Avg Critic Loss: 0.0159, Avg Actor Loss: -1.9333, Avg Alpha Loss: -3.8399
Episode 174, Reward: 0.06499999016523361, Avg Critic Loss: 0.0172, Avg Actor Loss: -1.9547, Avg Alpha Loss: -3.8242
Episode 175, Reward: 0.04999999329447746, Avg Critic Loss: 0.0156, Avg Actor Loss: -1.9687, Avg Alpha Loss: -3.8146
Episode 176, Reward: 0.08500000089406967, Avg Critic Loss: 0.0227, Avg Actor Loss: -1.9857, Avg Alpha Loss: -3.8335
Episode 177, Reward: 0.06499999016523361, Avg Critic Loss: 0.0192, Avg Actor Loss: -1.9903, Avg Alpha Loss: -3.8242
Episode 178, Reward: 0.04999999329447746, Avg Critic Loss: 0.0127, Avg Actor Loss: -2.0243, Avg Alpha Loss: -3.8229
Episode 179, Reward: 0.07499999552965164, Avg Critic Loss: 0.0167, Avg Actor Loss: -2.0340, Avg Alpha Loss: -3.8285
Episode 180, Reward: 0.08500000089406967, Avg Critic Loss: 0.0155, Avg Actor Loss: -2.0459, Avg Alpha Loss: -3.8266
Episode 181, Reward: 0.15999998152256012, Avg Critic Loss: 0.0146, Avg Actor Loss: -2.0703, Avg Alpha Loss: -3.8160
Episode 182, Reward: 0.04999999329447746, Avg Critic Loss: 0.0190, Avg Actor Loss: -2.0829, Avg Alpha Loss: -3.7867
Episode 183, Reward: 0.044999994337558746, Avg Critic Loss: 0.0186, Avg Actor Loss: -2.0864, Avg Alpha Loss: -3.8191
Episode 184, Reward: 0.059999991208314896, Avg Critic Loss: 0.0187, Avg Actor Loss: -2.0993, Avg Alpha Loss: -3.8089
Episode 185, Reward: 0.1300000101327896, Avg Critic Loss: 0.0184, Avg Actor Loss: -2.1124, Avg Alpha Loss: -3.8058
Episode 186, Reward: 0.044999994337558746, Avg Critic Loss: 0.0179, Avg Actor Loss: -2.1333, Avg Alpha Loss: -3.8180
Episode 187, Reward: 0.08500000089406967, Avg Critic Loss: 0.0162, Avg Actor Loss: -2.1524, Avg Alpha Loss: -3.8046
Episode 188, Reward: 0.05499999225139618, Avg Critic Loss: 0.0172, Avg Actor Loss: -2.1555, Avg Alpha Loss: -3.8029
Episode 189, Reward: 0.03999999538064003, Avg Critic Loss: 0.0194, Avg Actor Loss: -2.1634, Avg Alpha Loss: -3.7986
Episode 190, Reward: 0.03999999538064003, Avg Critic Loss: 0.0201, Avg Actor Loss: -2.1787, Avg Alpha Loss: -3.8058
Episode 191, Reward: 0.04999999329447746, Avg Critic Loss: 0.0168, Avg Actor Loss: -2.1960, Avg Alpha Loss: -3.8122
Episode 192, Reward: 0.06999999284744263, Avg Critic Loss: 0.0217, Avg Actor Loss: -2.1866, Avg Alpha Loss: -3.7934
Episode 193, Reward: 0.13500000536441803, Avg Critic Loss: 0.0244, Avg Actor Loss: -2.2196, Avg Alpha Loss: -3.8168
Episode 194, Reward: 0.14000000059604645, Avg Critic Loss: 0.0171, Avg Actor Loss: -2.2540, Avg Alpha Loss: -3.8057
Episode 195, Reward: 0.10000000894069672, Avg Critic Loss: 0.0189, Avg Actor Loss: -2.2647, Avg Alpha Loss: -3.8153
Episode 196, Reward: 0.03999999538064003, Avg Critic Loss: 0.0177, Avg Actor Loss: -2.2746, Avg Alpha Loss: -3.8012
Episode 197, Reward: 0.044999994337558746, Avg Critic Loss: 0.0169, Avg Actor Loss: -2.2776, Avg Alpha Loss: -3.7999
Episode 198, Reward: 0.14499999582767487, Avg Critic Loss: 0.0164, Avg Actor Loss: -2.3046, Avg Alpha Loss: -3.8016
Episode 199, Reward: 0.04999999329447746, Avg Critic Loss: 0.0192, Avg Actor Loss: -2.3284, Avg Alpha Loss: -3.7947
Episode 200, Reward: 0.03999999538064003, Avg Critic Loss: 0.0201, Avg Actor Loss: -2.3138, Avg Alpha Loss: -3.8050
