Episode 0, Reward: 0.10500001162290573, Avg Critic Loss: 0.0000, Avg Actor Loss: 0.0000, Avg Alpha Loss: 0.0000
Episode 201, Reward: 0.044999994337558746, Avg Critic Loss: 0.0232, Avg Actor Loss: -2.3279, Avg Alpha Loss: -3.7990
Episode 202, Reward: 0.044999994337558746, Avg Critic Loss: 0.0259, Avg Actor Loss: -2.3522, Avg Alpha Loss: -3.7998
Episode 203, Reward: 0.11000001430511475, Avg Critic Loss: 0.0197, Avg Actor Loss: -2.3547, Avg Alpha Loss: -3.7996
Episode 204, Reward: 0.03999999538064003, Avg Critic Loss: 0.0185, Avg Actor Loss: -2.3807, Avg Alpha Loss: -3.8046
Episode 205, Reward: 0.044999994337558746, Avg Critic Loss: 0.0176, Avg Actor Loss: -2.3810, Avg Alpha Loss: -3.8105
Episode 206, Reward: 0.0950000062584877, Avg Critic Loss: 0.0220, Avg Actor Loss: -2.3839, Avg Alpha Loss: -3.8039
Episode 207, Reward: 0.07499999552965164, Avg Critic Loss: 0.0187, Avg Actor Loss: -2.4207, Avg Alpha Loss: -3.8058
Episode 208, Reward: 0.06999999284744263, Avg Critic Loss: 0.0167, Avg Actor Loss: -2.4263, Avg Alpha Loss: -3.8058
Episode 209, Reward: 0.08500000089406967, Avg Critic Loss: 0.0207, Avg Actor Loss: -2.4439, Avg Alpha Loss: -3.7980
Episode 210, Reward: 0.05499999225139618, Avg Critic Loss: 0.0199, Avg Actor Loss: -2.4318, Avg Alpha Loss: -3.8191
Episode 211, Reward: 0.07499999552965164, Avg Critic Loss: 0.0201, Avg Actor Loss: -2.4533, Avg Alpha Loss: -3.7971
Episode 212, Reward: 0.0950000062584877, Avg Critic Loss: 0.0202, Avg Actor Loss: -2.4655, Avg Alpha Loss: -3.7941
Episode 213, Reward: 0.03999999538064003, Avg Critic Loss: 0.0233, Avg Actor Loss: -2.4827, Avg Alpha Loss: -3.8029
Episode 214, Reward: 0.044999994337558746, Avg Critic Loss: 0.0225, Avg Actor Loss: -2.4793, Avg Alpha Loss: -3.8001
Episode 215, Reward: 0.044999994337558746, Avg Critic Loss: 0.0250, Avg Actor Loss: -2.4682, Avg Alpha Loss: -3.7929
Episode 216, Reward: 0.05499999225139618, Avg Critic Loss: 0.0211, Avg Actor Loss: -2.4933, Avg Alpha Loss: -3.7914
Episode 217, Reward: 0.05499999225139618, Avg Critic Loss: 0.0204, Avg Actor Loss: -2.5309, Avg Alpha Loss: -3.8114
Episode 218, Reward: 0.03999999538064003, Avg Critic Loss: 0.0200, Avg Actor Loss: -2.5254, Avg Alpha Loss: -3.8034
Episode 219, Reward: 0.07999999821186066, Avg Critic Loss: 0.0202, Avg Actor Loss: -2.5367, Avg Alpha Loss: -3.7922
Episode 220, Reward: 0.03999999538064003, Avg Critic Loss: 0.0183, Avg Actor Loss: -2.5520, Avg Alpha Loss: -3.7909
Episode 221, Reward: 0.044999994337558746, Avg Critic Loss: 0.0221, Avg Actor Loss: -2.5730, Avg Alpha Loss: -3.8056
Episode 222, Reward: 0.0950000062584877, Avg Critic Loss: 0.0205, Avg Actor Loss: -2.5442, Avg Alpha Loss: -3.7897
Episode 223, Reward: 0.05499999225139618, Avg Critic Loss: 0.0235, Avg Actor Loss: -2.5827, Avg Alpha Loss: -3.8058
Episode 224, Reward: 0.07499999552965164, Avg Critic Loss: 0.0214, Avg Actor Loss: -2.5901, Avg Alpha Loss: -3.7948
Episode 225, Reward: 0.06499999016523361, Avg Critic Loss: 0.0217, Avg Actor Loss: -2.6086, Avg Alpha Loss: -3.8043
Episode 226, Reward: 0.12000001966953278, Avg Critic Loss: 0.0204, Avg Actor Loss: -2.6037, Avg Alpha Loss: -3.7918
Episode 227, Reward: 0.1300000101327896, Avg Critic Loss: 0.0203, Avg Actor Loss: -2.6265, Avg Alpha Loss: -3.7939
Episode 228, Reward: 0.14000000059604645, Avg Critic Loss: 0.0170, Avg Actor Loss: -2.6536, Avg Alpha Loss: -3.7936
Episode 229, Reward: 0.05499999225139618, Avg Critic Loss: 0.0240, Avg Actor Loss: -2.6499, Avg Alpha Loss: -3.7953
Episode 230, Reward: 0.044999994337558746, Avg Critic Loss: 0.0227, Avg Actor Loss: -2.6734, Avg Alpha Loss: -3.8086
Episode 231, Reward: 0.10000000894069672, Avg Critic Loss: 0.0245, Avg Actor Loss: -2.6674, Avg Alpha Loss: -3.7868
Episode 232, Reward: 0.06499999016523361, Avg Critic Loss: 0.0242, Avg Actor Loss: -2.6835, Avg Alpha Loss: -3.7962
Episode 233, Reward: 0.08500000089406967, Avg Critic Loss: 0.0195, Avg Actor Loss: -2.7032, Avg Alpha Loss: -3.7912
Episode 234, Reward: 0.21999992430210114, Avg Critic Loss: 0.0188, Avg Actor Loss: -2.7123, Avg Alpha Loss: -3.7813
Episode 235, Reward: 0.059999991208314896, Avg Critic Loss: 0.0197, Avg Actor Loss: -2.7360, Avg Alpha Loss: -3.7843
Episode 236, Reward: 0.044999994337558746, Avg Critic Loss: 0.0194, Avg Actor Loss: -2.7469, Avg Alpha Loss: -3.7826
Episode 237, Reward: 0.06999999284744263, Avg Critic Loss: 0.0227, Avg Actor Loss: -2.7618, Avg Alpha Loss: -3.7897
Episode 238, Reward: 0.059999991208314896, Avg Critic Loss: 0.0217, Avg Actor Loss: -2.7660, Avg Alpha Loss: -3.7914
Episode 239, Reward: 0.0950000062584877, Avg Critic Loss: 0.0227, Avg Actor Loss: -2.7675, Avg Alpha Loss: -3.7899
Episode 240, Reward: 0.1799999624490738, Avg Critic Loss: 0.0202, Avg Actor Loss: -2.7933, Avg Alpha Loss: -3.7830
Episode 241, Reward: 0.10500001162290573, Avg Critic Loss: 0.0259, Avg Actor Loss: -2.8253, Avg Alpha Loss: -3.8015
Episode 242, Reward: 0.11500001698732376, Avg Critic Loss: 0.0243, Avg Actor Loss: -2.8287, Avg Alpha Loss: -3.7906
Episode 243, Reward: 0.08500000089406967, Avg Critic Loss: 0.0245, Avg Actor Loss: -2.8537, Avg Alpha Loss: -3.7944
Episode 244, Reward: 0.06499999016523361, Avg Critic Loss: 0.0224, Avg Actor Loss: -2.8527, Avg Alpha Loss: -3.8007
Episode 245, Reward: 0.03999999538064003, Avg Critic Loss: 0.0261, Avg Actor Loss: -2.8703, Avg Alpha Loss: -3.7969
Episode 246, Reward: 0.05499999225139618, Avg Critic Loss: 0.0218, Avg Actor Loss: -2.8696, Avg Alpha Loss: -3.7831
Episode 247, Reward: 0.22999991476535797, Avg Critic Loss: 0.0242, Avg Actor Loss: -2.8930, Avg Alpha Loss: -3.8069
Episode 248, Reward: 0.04999999329447746, Avg Critic Loss: 0.0203, Avg Actor Loss: -2.9251, Avg Alpha Loss: -3.8061
Episode 249, Reward: 0.09000000357627869, Avg Critic Loss: 0.0212, Avg Actor Loss: -2.9111, Avg Alpha Loss: -3.7967
Episode 250, Reward: 0.1799999624490738, Avg Critic Loss: 0.0202, Avg Actor Loss: -2.9283, Avg Alpha Loss: -3.7922
Episode 251, Reward: 0.05499999225139618, Avg Critic Loss: 0.0251, Avg Actor Loss: -2.9374, Avg Alpha Loss: -3.7765
Episode 252, Reward: 0.14000000059604645, Avg Critic Loss: 0.0264, Avg Actor Loss: -2.9593, Avg Alpha Loss: -3.8024
Episode 253, Reward: 0.04999999329447746, Avg Critic Loss: 0.0262, Avg Actor Loss: -2.9450, Avg Alpha Loss: -3.8009
Episode 254, Reward: 0.11500001698732376, Avg Critic Loss: 0.0250, Avg Actor Loss: -2.9805, Avg Alpha Loss: -3.7996
Episode 255, Reward: 0.07499999552965164, Avg Critic Loss: 0.0240, Avg Actor Loss: -3.0089, Avg Alpha Loss: -3.8042
Episode 256, Reward: 0.10500001162290573, Avg Critic Loss: 0.0210, Avg Actor Loss: -3.0061, Avg Alpha Loss: -3.7926
Episode 257, Reward: 0.14000000059604645, Avg Critic Loss: 0.0204, Avg Actor Loss: -3.0241, Avg Alpha Loss: -3.7891
Episode 258, Reward: 0.10000000894069672, Avg Critic Loss: 0.0250, Avg Actor Loss: -3.0312, Avg Alpha Loss: -3.7980
Episode 259, Reward: 0.04999999329447746, Avg Critic Loss: 0.0239, Avg Actor Loss: -3.0476, Avg Alpha Loss: -3.7963
Episode 260, Reward: 0.0950000062584877, Avg Critic Loss: 0.0278, Avg Actor Loss: -3.0577, Avg Alpha Loss: -3.7997
Episode 261, Reward: 0.04999999329447746, Avg Critic Loss: 0.0268, Avg Actor Loss: -3.0788, Avg Alpha Loss: -3.8177
Episode 262, Reward: 0.044999994337558746, Avg Critic Loss: 0.0348, Avg Actor Loss: -3.0745, Avg Alpha Loss: -3.7887
Episode 263, Reward: 0.08500000089406967, Avg Critic Loss: 0.0271, Avg Actor Loss: -3.0840, Avg Alpha Loss: -3.8026
Episode 264, Reward: 0.044999994337558746, Avg Critic Loss: 0.0268, Avg Actor Loss: -3.1105, Avg Alpha Loss: -3.7997
Episode 265, Reward: 0.10000000894069672, Avg Critic Loss: 0.0312, Avg Actor Loss: -3.0826, Avg Alpha Loss: -3.8019
Episode 266, Reward: 0.059999991208314896, Avg Critic Loss: 0.0234, Avg Actor Loss: -3.1243, Avg Alpha Loss: -3.7963
Episode 267, Reward: 0.07499999552965164, Avg Critic Loss: 0.0240, Avg Actor Loss: -3.1207, Avg Alpha Loss: -3.8018
Episode 268, Reward: 0.08500000089406967, Avg Critic Loss: 0.0251, Avg Actor Loss: -3.1269, Avg Alpha Loss: -3.8015
Episode 269, Reward: 0.14499999582767487, Avg Critic Loss: 0.0273, Avg Actor Loss: -3.1356, Avg Alpha Loss: -3.8001
Episode 270, Reward: 0.07499999552965164, Avg Critic Loss: 0.0249, Avg Actor Loss: -3.1627, Avg Alpha Loss: -3.7921
Episode 271, Reward: 0.08500000089406967, Avg Critic Loss: 0.0238, Avg Actor Loss: -3.1626, Avg Alpha Loss: -3.8036
Episode 272, Reward: 0.04999999329447746, Avg Critic Loss: 0.0228, Avg Actor Loss: -3.1947, Avg Alpha Loss: -3.8143
Episode 273, Reward: 0.05499999225139618, Avg Critic Loss: 0.0275, Avg Actor Loss: -3.1921, Avg Alpha Loss: -3.8131
Episode 274, Reward: 0.04999999329447746, Avg Critic Loss: 0.0236, Avg Actor Loss: -3.1721, Avg Alpha Loss: -3.7815
Episode 275, Reward: 0.06499999016523361, Avg Critic Loss: 0.0263, Avg Actor Loss: -3.1828, Avg Alpha Loss: -3.8037
Episode 276, Reward: 0.0950000062584877, Avg Critic Loss: 0.0269, Avg Actor Loss: -3.2169, Avg Alpha Loss: -3.8065
Episode 277, Reward: 0.09000000357627869, Avg Critic Loss: 0.0255, Avg Actor Loss: -3.2131, Avg Alpha Loss: -3.8102
Episode 278, Reward: 0.14999999105930328, Avg Critic Loss: 0.0227, Avg Actor Loss: -3.2296, Avg Alpha Loss: -3.8022
Episode 279, Reward: 0.044999994337558746, Avg Critic Loss: 0.0274, Avg Actor Loss: -3.2663, Avg Alpha Loss: -3.8100
Episode 280, Reward: 0.05499999225139618, Avg Critic Loss: 0.0323, Avg Actor Loss: -3.2503, Avg Alpha Loss: -3.8177
Episode 281, Reward: 0.06499999016523361, Avg Critic Loss: 0.0252, Avg Actor Loss: -3.2643, Avg Alpha Loss: -3.8069
Episode 282, Reward: 0.059999991208314896, Avg Critic Loss: 0.0349, Avg Actor Loss: -3.2846, Avg Alpha Loss: -3.8193
Episode 283, Reward: 0.03999999538064003, Avg Critic Loss: 0.0364, Avg Actor Loss: -3.2524, Avg Alpha Loss: -3.7861
Episode 284, Reward: 0.044999994337558746, Avg Critic Loss: 0.0309, Avg Actor Loss: -3.2745, Avg Alpha Loss: -3.8161
Episode 285, Reward: 0.059999991208314896, Avg Critic Loss: 0.0271, Avg Actor Loss: -3.2900, Avg Alpha Loss: -3.8150
Episode 286, Reward: 0.09000000357627869, Avg Critic Loss: 0.0334, Avg Actor Loss: -3.2978, Avg Alpha Loss: -3.8127
Episode 287, Reward: 0.10500001162290573, Avg Critic Loss: 0.0246, Avg Actor Loss: -3.3100, Avg Alpha Loss: -3.8125
Episode 288, Reward: 0.06999999284744263, Avg Critic Loss: 0.0289, Avg Actor Loss: -3.3416, Avg Alpha Loss: -3.8234
Episode 289, Reward: 0.05499999225139618, Avg Critic Loss: 0.0265, Avg Actor Loss: -3.3189, Avg Alpha Loss: -3.8070
Episode 290, Reward: 0.06999999284744263, Avg Critic Loss: 0.0229, Avg Actor Loss: -3.3411, Avg Alpha Loss: -3.8089
Episode 291, Reward: 0.07999999821186066, Avg Critic Loss: 0.0259, Avg Actor Loss: -3.3520, Avg Alpha Loss: -3.8186
Episode 292, Reward: 0.04999999329447746, Avg Critic Loss: 0.0248, Avg Actor Loss: -3.3669, Avg Alpha Loss: -3.8283
Episode 293, Reward: 0.04999999329447746, Avg Critic Loss: 0.0269, Avg Actor Loss: -3.3705, Avg Alpha Loss: -3.8111
Episode 294, Reward: 0.16499997675418854, Avg Critic Loss: 0.0281, Avg Actor Loss: -3.3776, Avg Alpha Loss: -3.8225
Episode 295, Reward: 0.059999991208314896, Avg Critic Loss: 0.0291, Avg Actor Loss: -3.3938, Avg Alpha Loss: -3.8246
Episode 296, Reward: 0.059999991208314896, Avg Critic Loss: 0.0214, Avg Actor Loss: -3.4066, Avg Alpha Loss: -3.8241
Episode 297, Reward: 0.05499999225139618, Avg Critic Loss: 0.0296, Avg Actor Loss: -3.3935, Avg Alpha Loss: -3.8176
Episode 298, Reward: 0.059999991208314896, Avg Critic Loss: 0.0261, Avg Actor Loss: -3.4081, Avg Alpha Loss: -3.8225
Episode 299, Reward: 0.0950000062584877, Avg Critic Loss: 0.0282, Avg Actor Loss: -3.4237, Avg Alpha Loss: -3.8262
Episode 300, Reward: 0.059999991208314896, Avg Critic Loss: 0.0254, Avg Actor Loss: -3.4485, Avg Alpha Loss: -3.8255
Episode 301, Reward: 0.10000000894069672, Avg Critic Loss: 0.0289, Avg Actor Loss: -3.4402, Avg Alpha Loss: -3.8276
Episode 302, Reward: 0.06499999016523361, Avg Critic Loss: 0.0276, Avg Actor Loss: -3.4475, Avg Alpha Loss: -3.8200
Episode 303, Reward: 0.044999994337558746, Avg Critic Loss: 0.0309, Avg Actor Loss: -3.4595, Avg Alpha Loss: -3.8156
Episode 304, Reward: 0.044999994337558746, Avg Critic Loss: 0.0260, Avg Actor Loss: -3.4305, Avg Alpha Loss: -3.8129
Episode 305, Reward: 0.059999991208314896, Avg Critic Loss: 0.0255, Avg Actor Loss: -3.4606, Avg Alpha Loss: -3.8393
